review,sentiment
casque fi lmotawassit fait le travail,neutre
هاد التليفون ما كاينش بحالو غير شريوه,positif
lproduit khayb o modir,negatif
lproduit mezyan ghi chwiya,positif
livraison mtwsat bezzaf,neutre
السلعة ناقصة و حامض,negatif
t-shirt satisfait walakin khaib,neutre
السلعة ماشي مزيان توبة نعاود نشري,negatif
t-shirt zbel bezzaf ma3awdch,negatif
toussil machi mousskha merci bzaf,positif
had pc n9i o bnin,positif
had l'app machi zween walakin machi chi haja kbira,neutre
الكاسك غالي ولكن واعر,neutre
التوصيل موسخة ولكن زوين,neutre
غير شريوه المحل غزال,positif
الحوايج بطل و خفيف,positif
had lmakla khayba ga3 3iyane bzaf,negatif
top bzaf srioual wa3er,positif
service zwina o original,positif
had l'article bnin dima chira2 mzyan,positif
had tomobil moussekh walakin 3jbni,neutre
السلعة خفيف فعلا,positif
ecouteurs zween o mlih,positif
rabi ikhalikom had lproduit zwine,positif
tilifoun makaynach bhalha o zwine,positif
الكاسك نقي غير شوية,positif
المحل ماشي حامض تستاهل كل خير,positif
الخدمة غزال بزاف شراء مميز,positif
lhwayj machi 3jbni madiwch 3lih,negatif
t-shirt parfait bzaf recommande 100%,positif
perte d'argent livraison fchel,negatif
had tomobil sria3 ga3ma je recommande,positif
had tomobil makanich ga3ma,negatif
السلعة غالية كاعma,negatif
البيسي ماشي غالية خودوه وانتوما هانيين,positif
هاد الماكلة مقبولة بزآف,neutre
had pc normal fait le job,neutre
الماكينة ماشي بطل ولكن عادي وصافي,neutre
lkhidma machi kaytskhn merci bzaf,positif
الطوموبيل ناقصة ندمت عليه,negatif
السيارة ماشي كناصح بيه ولكن ما بيهش,neutre
ecouteurs mousali ghir chriwh,positif
service n9i o mzyana,positif
hwayj khfif walakin mousskha,neutre
pantalon na9sa 3iyane bzaf,negatif
service top merci bzaf,positif
hwayj zween 3jebni bzaf,positif
had pc machi zween walakin fait le job,neutre
had lmakla machi zwine bzaf da3a dial lweqt,negatif
lah i3tikom saha had pc waer,positif
had lmakla makanich chwiya,negatif
الكاسك رائع كاعma رائع جدا,positif
pantalon mzyana o original,positif
السلعة ثقيلة و ثقيل,negatif
السيارة خسارة الفلوس بزااف,negatif
السلعة عيانة ولكن خفيف,neutre
البيسي زوين ولكن خاسرة,neutre
had lmahal machi khaib rabi ikhalikom,positif
المحل موسخ غير شوية ضياع الوقت والفلوس,negatif
livraison mlih chira2 mzyan,positif
السروال غالية بزاف بزاف,negatif
هاد المحل خاسرة ندمت عليه,negatif
الحوايج نقي ديما,positif
الحوايج عادي وصافي ماشي شي حاجة كبيرة,neutre
الخدمة خاسرة ولكن خدام مزيان,neutre
had tilifoun bnin bzaaf recommande 100%,positif
lproduit machi khayb dima,neutre
هاد الماكلة رائع و زوين,positif
السروال حامضة ولكن ناجح,neutre
البيسي طوب شراء مميز,positif
الماكينة ما كاينش بحالو و كناصح بيه,positif
خسارة الفلوس المنتج فشل,negatif
had lproduit mazwinch walakin khedam mzn,neutre
السروال خاسر بزاف,negatif
هاد الماكلة غالي بزاف كاع,negatif
هاد المنتج عادي بزاف,neutre
had lproduit d3if bzaf da3a dial lweqt,negatif
ecouteurs mtwsat machi chi haja kbira,neutre
هاد التليفون ضعيف بزاف,negatif
livraison mousali,positif
الخدمة زوينة كاعma شراء مميز,positif
pantalon mlih walakin makhedamach,neutre
السروال عجبني ولكن ضعيفة,neutre
rabi ikhalikom t-shirt 3jebni,positif
had lmahal khfif walakin moussekh,neutre
toussil khaib never buy this,negatif
je recommande had l'article original,positif
هاد التليفون ماشي غزال بزاف ماتضيعوش فلوسكم فيه,negatif
matkhasrouch flousscom had lmakla ghalia bzaf,negatif
toussil sans plus chwiya bzaf,neutre
had ssiara acceptable ghi chwiya,neutre
had lmakla 3ayan o khasra,negatif
srioual moussekh khasara dyal lflouss,negatif
هاد السلعة كايعجبني بزااف خودوه وانتوما هانيين,positif
هاد الماكلة ماشي واعر بزاف بزاف,neutre
الطوموبيل ماشي ثقيلة شكرا بزاف,positif
had ssiara sria3 walakin khasra,neutre
الكاسك ما عجبنيش ما تشريوهش,negatif
السيارة ممتاز فعلا رائع جدا,positif
الخدمة عادية على قد الجيب,neutre
pantalon zwina bzf,positif
السروال بنينة ولكن حامض,neutre
hwayj degoutant walakin mezyan,neutre
lkhidma sans plus chouiya,neutre
الخدمة زبل فعلا ما كايستاهلش,negatif
had lmahal khfif o zween,positif
الخدمة رائع رائع جدا,positif
had lmakla ordinaire bzaff,neutre
التليفون متوسط ما بيهش,neutre
التليفون ناجح ولكن ما مزيانش,neutre
المحل ماشي زوين ولكن ما بيهش,neutre
had tomobil n9i 3jebni bzaf,positif
toussil machi wa3er walakin fait le job,neutre
had lmahal waer o 3jbatni,positif
tipo top o khedam mzn,positif
تستاهل كل خير الحوايج خدام مزيان,positif
التوصيل متوسط كيقضي الغرض وصافي,neutre
السلعة بنينة و بطل,positif
had l'article na9sa walakin khfif,neutre
الخدمة ما زوينش,negatif
lhwayj sans plus ga3ma,neutre
lproduit 3la 9d lhal fait le travail,neutre
t-shirt khasra chwiya,negatif
المنتج غالي بزاف شويية ما تشريوهش,negatif
lah i3tikom saha pc zwine bzaf,positif
هاد الماكلة عيان بزاف,negatif
السلعة كيقضي الغرض كيقضي الغرض وصافي,neutre
hadchi 3jebni walakin makhedamach,neutre
ghir chriwh hwayj top,positif
service wa3er bzaff lah i3tikom saha,positif
السيارة ثقيل و موسخ,negatif
tilifoun 3adia chwya,neutre
المنتج ماشي خفيف ولكن ماشي شي حاجة كبيرة,neutre
الطوموبيل عيان,negatif
had sbat machi nul 3jebni bzaf,positif
pantalon machi khasr recommande 100%,positif
التوصيل ماشي غالية عجبني بزاف,positif
pc machi ghzal da3a dial lweqt,negatif
had lproduit fi lmotawassit tellement,neutre
dacia ma3jbnich khasara dyal lflouss,negatif
had l'app machi zwine fait le job,neutre
هاد المحل كايعجبني بزااف,positif
السيارة ماشي واعرة ضياع الوقت والفلوس,negatif
lproduit 3adia ga3ma,neutre
t-shirt ghzal o satisfait,positif
had lproduit khaser 3iyane bzaf,negatif
had l'app machi decu ghir chriwh,positif
tipo satisfait recommande 100%,positif
srioual correct bzf,neutre
tilifoun zwine bzaaf,positif
lhwayj d3if walakin sria3,neutre
had lmakla mzyan walakin modir,neutre
tilifoun zbel dima never buy this,negatif
srioual decu ghi chwiya,negatif
srioual top dial top o mousali,positif
tipo waer top bzaf,positif
السلعة غزالة ولكن غالي,neutre
السروال واعرة خودوه وانتوما هانيين,positif
lproduit fi lmotawassit 3adi machi chi haja,neutre
الطوموبيل ثقيل بزآف ندمت عليه,negatif
had tomobil machi zwine chwya,neutre
had lmahal acceptable pour le prix m9boul,neutre
had lproduit zwine walakin 3ayana,neutre
pantalon mzyana 3jebni bzaf,positif
المنتج نورمال فعلا,neutre
الحوايج عادية شوية,neutre
had lmakla machi sria3 perte d'argent,negatif
الصباط سريع شوية شكرا بزاف,positif
had tilifoun machi zwine walakin 3adi machi chi haja,neutre
المنتج ماشي غالي بزاف رائع جدا,positif
tipo khaib o khasra,negatif
الحوايج موسخ ما تشريوهش,negatif
pc khayba ghi chwiya,negatif
ecouteurs khedam mzyan o satisfait,positif
شراء مميز هاد السلعة بطل,positif
pc machi mezian walakin pour le prix m9boul,neutre
السيارة ناقص شوية ولكن خدام ما بيهش,neutre
الصباط سريع و خفيف,positif
المنتج ماشي مزيانة ولكن ما بيهش,neutre
الكاسك بطل و زوينة,positif
هاد المحل مزيان و زوين,positif
had lproduit 3jebni walakin t9il,neutre
casque 3jbatni walakin khaser,neutre
كنصح بيه هاد المنتج مزيانة,positif
had sbat khasr o mazwinch,negatif
ecouteurs t9ila ga3,negatif
ecouteurs machi khatir fait le job,neutre
had sbat wa3er bzaff,positif
السلعة موسخة فعلا توبة نعاود نشري,negatif
البيسي طوب كنصح بيه,positif
السلعة ماشي خاسرة غير شريوه,positif
tipo khaser o d3ifa,negatif
الكاسك طوب و مزيان,positif
هاد التليفون بنينة بزااف رائع جدا,positif
dacia machi makaynach bhalha walakin pour le prix ca va,neutre
البيسي ماشي زوين ماتضيعوش فلوسكم فيه,negatif
الحوايج ماشي زوين ولكن ماشي شي حاجة كبيرة,neutre
شراء مميز الماكينة ما كاينش بحالو,positif
الصباط رائع ولكن ماخداماش,neutre
casque khedam mzn ga3ma,positif
ندمت عليه السروال ما عجبنيش,negatif
الصباط عيانة ولكن رائع,neutre
ecouteurs machi d3if merci bzaf,positif
lkhidma kaytbloqua chouiya ma3awdch,negatif
hwayj machi d3ifa 3jebni bzaf,positif
da3a dial lweqt had lmahal khayb,negatif
had l'article fi lmotawassit pour le prix m9boul,neutre
هاد الماكلة ماشي نقي ندمت عليه,negatif
had lproduit satisfait bzaff lah i3tikom saha,positif
hadchi zwine ga3ma,positif
had sbat machi khayba khoudouh wntouma mhaniyin,positif
الصباط مزيان ولكن خايبة,neutre
الكاسك زوينة تستاهل كل خير,positif
التوصيل عجباتني و رائع,positif
هاد المنتج ما زوينش شوية,negatif
pantalon t9il o ma3jbnich,negatif
casque degoutant perte d'argent,negatif
المحل مزيانة ولكن ماخداماش,neutre
البيسي ناقص شوية ضياع الوقت والفلوس,negatif
توبة نعاود نشري الصباط غالي بزاف,negatif
هاد التليفون متوسط على قد الثمن,neutre
ma3awdch srioual 3ayana,negatif
never buy this lproduit ghalia,negatif
الحوايج عيانة و غالي,negatif
srioual na9s chwiya bzaf ma3awdch,negatif
lproduit ghzal ghir chriwh,positif
had pc makaynach bhalha o zwine,positif
هاد التطبيق عادي شوية,neutre
الصباط عجباتني ولكن خسارة الفلوس,neutre
had lmakla ghzal merci bzaf,positif
toussil top dial top je recommande,positif
الماكينة بنينة بزآف,positif
hwayj 3jbni walakin d3if,neutre
livraison fchel o mazwinch,negatif
السروال ماشي مزيان ندمت عليه,negatif
الكاسك ماشي واعرة ولكن ما بيهش,neutre
هاد المنتج رائع شراء مميز,positif
ecouteurs khaib walakin zwine bzaf,neutre
هاد الماكلة ماخداماش ولكن خفيف,neutre
had lmahal degoutant chouiya perte d'argent,negatif
had lproduit machi mazwinch khoudouh wntouma mhaniyin,positif
السروال كيقضي الغرض شوية,neutre
tilifoun 3adia fait le travail,neutre
الكاسك خسارة الفلوس ولكن واعر,neutre
هاد التطبيق ناقصة و فشل,negatif
السلعة حامض ولكن واعر,neutre
المنتج غزال شوية خودوه وانتوما هانيين,positif
التوصيل عادي وصافي بزآف,neutre
السلعة ما مزيانش و ضعيفة,negatif
lproduit machi khasr lah i3tikom saha,positif
الصباط بنينة ولكن غالي,neutre
هاد التليفون عادي وصافي كاعma,neutre
ندمت عليه الطوموبيل موسخ,negatif
تستاهل كل خير الطوموبيل بطل,positif
هاد السلعة ماشي ندمت عليه شراء مميز,positif
السروال خايبة بزااف ضياع الوقت والفلوس,negatif
had l'article machi sria3 walakin fait le travail,neutre
ما تشريوهش هاد التليفون ضعيفة,negatif
المحل خفيف كاع رائع جدا,positif
هاد التليفون زوينة و بنين,positif
هاد التطبيق ما عجبنيش بزاف بزاف,negatif
hwayj ordinaire fait le job,neutre
السلعة ماشي رائع ولكن على قد الثمن,neutre
dacia n9i o wa3er,positif
المنتج عادية,neutre
هاد المنتج غزال بزاف و ما كاينش بحالو,positif
هاد التليفون غزال بزاف شوية خودوه وانتوما هانيين,positif
الكاسك ندمت عليه ولكن غزال,neutre
casque sans plus bezzaf,neutre
الصباط خفيف و زوينة,positif
الصباط ضعيفة خسارة الفلوس,negatif
lproduit d3ifa ghi chwiya never buy this,negatif
had sbat mezian rabi ikhalikom,positif
السلعة ماشي غزال بزاف ما تشريوهش,negatif
ecouteurs machi khaib chira2 mzyan,positif
srioual mazyanch bzaf,negatif
الماكينة عيانة ولكن زوين,neutre
الكاسك بنينة و سريع,positif
الصباط ماشي ناجح ندمت عليه,negatif
هاد الماكلة عجبني ولكن كايتبلوكا,neutre
dacia magnifique chwiya merci bzaf,positif
livraison original vraiment,positif
tilifoun machi khaib khoudouh wntouma mhaniyin,positif
المحل ماشي واعرة ولكن كيقضي الغرض وصافي,neutre
